"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg00564857",2.89793684986602,2.83162649828482,17.7733773238625,9.21059086506977e-08,1.76917781636949e-07,8.70315100895997,0.139822734726122,"cg00564857"
"cg18499321",3.07618954620626,3.26040655107382,17.7733450601798,9.21072288482818e-08,1.76919570769774e-07,8.70313609015637,0.153416527286586,"cg18499321"
"cg02901644",2.58152929040769,2.64639472321176,17.7733280084115,9.21079265981312e-08,1.76920164294897e-07,8.70312820536625,0.112205863101264,"cg02901644"
"cg05880353",-3.76966378628603,-3.77782766021986,-17.7639814403899,9.24912767444454e-08,1.77538107963273e-07,8.69880508279692,-0.103591645940649,"cg05880353"
"cg07243617",3.67898725517717,3.85425725880011,17.7632871826496,9.25198230548544e-08,1.77582702583723e-07,8.69848386485719,-0.100330253176955,"cg07243617"
"cg08436313",-3.43952408357954,-3.6859309242088,-17.7520144170002,9.29847185561996e-08,1.7835513364947e-07,8.69326628712091,-0.263830473033966,"cg08436313"
"cg09617319",3.49623804584859,3.56679836380651,17.750471915153,9.30485356714987e-08,1.78463250783088e-07,8.69255206246308,0.108651135421767,"cg09617319"
"cg11364468",-4.1494667518804,-4.54733550668517,-17.7454235997411,9.32577404996044e-08,1.78804966437886e-07,8.69021406819348,0.130344056946417,"cg11364468"
"cg14644871",-3.15203822422976,-3.3672438806892,-17.738068099539,9.35635007035237e-08,1.79280177200329e-07,8.6868062653094,-0.136504650253023,"cg14644871"
"cg17491656",2.53447579271211,2.4289370309168,17.7364342076666,9.36315722582101e-08,1.79391728776256e-07,8.68604907442712,0.104420039935008,"cg17491656"
"cg13151135",-4.34918854706823,-4.52009640721846,-17.7325753519433,9.37925612318981e-08,1.79651768213855e-07,8.68426047195857,-0.121054957153585,"cg13151135"
"cg05789658",3.27517574090886,3.16582938591862,17.7325634858091,9.37930567576593e-08,1.79651961234492e-07,8.68425497128165,-0.117584470945788,"cg05789658"
"cg04219523",2.87109540664091,3.0790419518769,17.7323464319969,9.38021213695121e-08,1.79665851406595e-07,8.68415435289366,0.122960234051832,"cg04219523"
"cg03327221",2.65055496753588,2.71927683822584,17.731618853284,9.38325137108194e-08,1.79715435293564e-07,8.68381706363138,-0.109686152942776,"cg03327221"
"cg25621182",-2.62338879998112,-2.70581372873986,-17.7314520916773,9.38394812139163e-08,1.7972684385453e-07,8.6837397545477,-0.138908373557753,"cg25621182"
"cg04359129",-2.84592486144403,-3.00757507582809,-17.7313141697171,9.384524419962e-08,1.7973452285564e-07,8.68367581464992,-0.104620892112493,"cg04359129"
"cg04678230",3.1849216228808,3.19848473163375,17.7312052465222,9.38497957698355e-08,1.79740714891668e-07,8.68362531804501,-0.103311514815868,"cg04678230"
"cg24001468",2.45030705860615,2.45368870883871,17.7174566622782,9.44262993297801e-08,1.80651988610527e-07,8.6772487853731,-0.130078764719411,"cg24001468"
"cg05956150",2.68228934694829,2.57848650498821,17.7163126608973,9.44744480388496e-08,1.80728909444901e-07,8.67671795987552,-0.108289178303661,"cg05956150"
"cg11713274",-4.13273905914887,-4.30559658816644,-17.7119550471833,9.46581034380873e-08,1.81031045827061e-07,8.67469565162997,0.110403982214004,"cg11713274"
"ch.16.1687320F",-2.90190493864293,-2.97121438279488,-17.6951837329895,9.53686886178823e-08,1.82171571848401e-07,8.66690726161346,0.100610320348498,"ch.16.1687320F"
"cg08370996",-3.01401859202614,-2.92228499318452,-17.690912947308,9.55505917373587e-08,1.824638984776e-07,8.66492267872286,0.133640458639634,"cg08370996"
"cg12056000",3.38168973484304,3.51448536707345,17.683391226976,9.58719064948742e-08,1.82992395825879e-07,8.66142615787567,0.133385626337321,"cg12056000"
"cg22088594",-2.77736177039252,-2.78527568759373,-17.6742684621335,9.62632415547065e-08,1.83630607689493e-07,8.65718320952136,-0.109909401912785,"cg22088594"
"cg17372047",2.59376501384109,2.90024089639825,17.6742503116479,9.62640219304101e-08,1.83631326617769e-07,8.65717476545513,-0.100642118536642,"cg17372047"
"cg06771664",2.63276665407648,2.65381832048105,17.667428060966,9.65578458306228e-08,1.84110017930579e-07,8.65400021331067,0.132138766700929,"cg06771664"
"cg10699049",2.99153921308714,3.16387652854145,17.6628208906383,9.67568382597256e-08,1.84429944819054e-07,8.65185563549766,-0.115831479891716,"cg10699049"
"cg23381116",-3.08614301615219,-3.04051018605556,-17.6612989709773,9.68226738331023e-08,1.84531475780906e-07,8.65114706805571,0.189370878028614,"cg23381116"
"cg12798311",2.86298435010644,2.93323065741577,17.6595797826853,9.68971033063894e-08,1.84651676678424e-07,8.65034657745267,-0.144444572809461,"cg12798311"
"cg20546296",3.32851832006474,3.46513716995916,17.6521521744094,9.7219407538578e-08,1.85172643088443e-07,8.64688715116757,-0.106168265675981,"cg20546296"
"cg26675129",3.9147680197454,3.84878264293306,17.6521450643961,9.72197166366512e-08,1.85172643088443e-07,8.6468838389038,-0.101186227824756,"cg26675129"
"cg23526055",-3.72530203793949,-3.65695817253374,-17.6521046103908,9.72214753399852e-08,1.8517521786301e-07,8.64686499301336,-0.148974982937358,"cg23526055"
"cg07186472",3.27750767941557,3.47255538985759,17.6504191345917,9.7294781666633e-08,1.85289252008415e-07,8.64607975604473,-0.101822629770443,"cg07186472"
"cg24039816",2.84681612945022,2.88141136390013,17.6439409458853,9.75771145314344e-08,1.85761633290001e-07,8.64306090976577,0.129143517871945,"cg24039816"
"cg17726655",3.02925390519982,2.89616067919123,17.6439223118925,9.75779279628533e-08,1.85762404783676e-07,8.64305222455774,0.151677639072113,"cg17726655"
"cg10634712",3.46147687181121,3.4686753679873,17.6400260470644,9.7748179048304e-08,1.86033599875814e-07,8.64123597657948,-0.173604266273357,"cg10634712"
"cg25327122",5.36721758909112,5.57425151219786,17.6399450747496,9.77517207424892e-08,1.86038006407416e-07,8.64119822662448,-0.116264348923528,"cg25327122"
"cg00377757",-4.8854425167101,-5.17557056994487,-17.6399054542628,9.77534537779354e-08,1.86039938269722e-07,8.64117975516106,-0.10968704013556,"cg00377757"
"cg24757778",3.03719785382617,3.01571028495316,17.6398938311588,9.77539621894107e-08,1.86039938269722e-07,8.64117433634626,-0.105424160897458,"cg24757778"
"cg00519208",3.40970961439679,3.44423932825831,17.6393645232701,9.77771180274863e-08,1.86080894549462e-07,8.64092756326345,-0.130266182318104,"cg00519208"
"cg19441834",2.67725031152874,2.73607977583776,17.6365540919594,9.7900170097258e-08,1.86284695643288e-07,8.63961715362003,0.143603691217018,"cg19441834"
"cg19504032",-4.47436799506854,-4.69512907503131,-17.6363338284028,9.79098214612384e-08,1.86299165630569e-07,8.63951444253811,-0.120165590537793,"cg19504032"
"cg16051421",2.5367796218546,2.67931011309819,17.6340593558531,9.80095451990973e-08,1.86454615422344e-07,8.63845375189149,-0.118782970349536,"cg16051421"
"cg03145301",4.29030021471217,4.35766431037623,17.6337986068931,9.80209849511871e-08,1.86472481075716e-07,8.63833214321845,-0.110399834339699,"cg03145301"
"cg09852389",-2.93764597098934,-3.09045271822933,-17.6310257286464,9.81427311462151e-08,1.86666633797561e-07,8.63703880126998,-0.101853928756479,"cg09852389"
"cg26608693",-3.36830130507902,-3.56696976560737,-17.6308799760575,9.81491352573643e-08,1.8667715301811e-07,8.63697081238784,0.126158726839161,"cg26608693"
"cg10402198",3.66436797003871,3.86005741237638,17.6203626538716,9.8612486598062e-08,1.87425376130381e-07,8.63206320808077,-0.213762997269012,"cg10402198"
"cg03734896",3.27177272985469,2.94465693192103,17.6202759995369,9.86163144133616e-08,1.87431868602813e-07,8.63202276012253,-0.185765779676512,"cg03734896"
"cg17952980",2.5721604512106,2.62955534202733,17.6068550550518,9.92111784085224e-08,1.88400297922181e-07,8.6257556072367,0.101937861173723,"cg17952980"
"cg21085001",-3.14116091466416,-3.18798088344315,-17.6067369819523,9.92164296456839e-08,1.88408007758259e-07,8.62570044784114,0.138958748935574,"cg21085001"
"cg09355889",-3.78742905863989,-4.1310059874437,-17.6066224421769,9.92215240378809e-08,1.88416895610059e-07,8.62564693870029,0.144470887612458,"cg09355889"
"cg26648203",-3.11095438238488,-3.17023715097367,-17.6066068955266,9.92222155297445e-08,1.88417422526887e-07,8.62563967579761,0.131835238417453,"cg26648203"
"cg03788004",-2.97460416929259,-3.12792382141121,-17.6065551948069,9.92245151396411e-08,1.88421003152531e-07,8.62561552280867,0.148447453977772,"cg03788004"
"cg05418495",3.15303391243489,3.133431236855,17.5991759409129,9.95533525301647e-08,1.88942955015328e-07,8.62216737156568,0.122436102846502,"cg05418495"
"cg18703975",3.03368805331356,3.12637595438868,17.5987227198417,9.9573588938446e-08,1.88975057141001e-07,8.62195554087222,0.115273645487353,"cg18703975"
"cg10122252",2.69897903230734,2.7114227096728,17.598151970396,9.95990795710483e-08,1.89015552082101e-07,8.62168877024198,-0.113191970676498,"cg10122252"
"cg01433677",-2.28978856064331,-2.3879950227783,-17.5975578461489,9.96256219320193e-08,1.89059616187577e-07,8.62141106415233,0.103091686395333,"cg01433677"
"cg18549946",3.21765593009058,3.31384700958146,17.595827518366,9.97029691006246e-08,1.89181943216822e-07,8.62060221477154,0.182354329129177,"cg18549946"
"cg04931256",-3.2262759756873,-3.29264083769159,-17.5945948633935,9.97581109140839e-08,1.89272367868962e-07,8.62002595206216,0.100849212635839,"cg04931256"
"cg16797901",3.09911084525757,3.30402678083456,17.5925069152725,9.98515915773489e-08,1.8942524875471e-07,8.6190497421957,0.100472559294999,"cg16797901"
"cg08853103",2.89028799309321,2.85760682195611,17.5829881202303,1.00279008794414e-07,1.90117213464624e-07,8.61459768172282,-0.112408316577533,"cg08853103"
"cg00252733",3.02116986808892,3.19750487937854,17.5766914979708,1.00562869439295e-07,1.90578369217316e-07,8.61165123383734,-0.12367046805055,"cg00252733"
"cg14615192",4.11502015445962,4.32837332180074,17.576148170218,1.00587405605097e-07,1.90618517946934e-07,8.61139693478775,-0.119450943546608,"cg14615192"
"cg12127290",3.15082130317248,3.16705451376201,17.5751155706903,1.0063405531745e-07,1.906942166947e-07,8.61091361351967,0.125312800973361,"cg12127290"
"cg18474180",-3.02534005708097,-3.14269311940839,-17.5719551094807,1.00776986128935e-07,1.90929285840392e-07,8.60943412810119,-0.124958559674354,"cg18474180"
"cg15114607",2.98783713582188,3.20765385001479,17.5670501885858,1.00999260385642e-07,1.91284306382759e-07,8.60713744844114,0.198719646464991,"cg15114607"
"cg07035315",-2.72020430735876,-2.84072784936239,-17.5653912704555,1.01074561203416e-07,1.91406209732456e-07,8.60636051926947,0.141153608586971,"cg07035315"
"cg27182807",2.62476137358363,2.76471968776199,17.5626233866524,1.01200339791573e-07,1.91604533986234e-07,8.60506404552526,-0.164543498636165,"cg27182807"
"cg01170486",3.80782258487737,4.05181562238693,17.5624151918776,1.01209807701821e-07,1.91616879561736e-07,8.60496651835344,0.134258283489806,"cg01170486"
"cg01866434",2.90112264202081,2.73222717773048,17.5614734605835,1.01252646480876e-07,1.91686820529802e-07,8.60452535620981,-0.109273589229725,"cg01866434"
"cg26027669",-4.4736354502085,-4.78924191036594,-17.5613718801057,1.01257268528784e-07,1.91693975931932e-07,8.60447776842515,-0.14122148435077,"cg26027669"
"cg16185947",3.05683702078231,3.46822416190915,17.5539683962026,1.01594774590047e-07,1.92232964219691e-07,8.60100862624824,0.169306346623882,"cg16185947"
"cg20531872",-2.62772087609205,-2.84163810530333,-17.5498001894203,1.01785347272127e-07,1.92527118470327e-07,8.59905477931143,0.103512209782111,"cg20531872"
"cg03549532",2.660882662294,2.7475389238802,17.5372625547458,1.02360994365842e-07,1.93430599396851e-07,8.59317472674444,-0.153927995619561,"cg03549532"
"cg15199754",-5.25062572877919,-5.57980958447041,-17.5270691239617,1.02831700932597e-07,1.94190720322682e-07,8.5883907255199,0.10220907063595,"cg15199754"
"cg15615968",2.65365191201116,2.62174274174246,17.5176180124698,1.03270297614519e-07,1.94916262334397e-07,8.58395241430409,0.191710856512839,"cg15615968"
"cg08266202",3.32074367466576,3.32665351399053,17.5119900457509,1.03532469927202e-07,1.95316321838688e-07,8.58130824618654,0.171746267884329,"cg08266202"
"cg02930132",-3.6563660934743,-3.72210023037377,-17.5025243726303,1.0397510163338e-07,1.9603109049133e-07,8.57685894308136,-0.134792910437712,"cg02930132"
"cg02294791",2.70951019001469,2.70822608632424,17.4877201234846,1.04671634034544e-07,1.97123816918694e-07,8.56989503016386,0.101645573829929,"cg02294791"
"cg03427171",3.60113695573872,3.76649702121022,17.4832248934893,1.04884166320833e-07,1.97453331148943e-07,8.56777921104561,0.108767036416351,"cg03427171"
"cg20037575",-3.47967876665434,-3.50243630268725,-17.4803078115592,1.0502234331111e-07,1.97677133574909e-07,8.56640588071298,0.164705439946912,"cg20037575"
"cg25814705",2.71409820833023,2.75444365670293,17.4802666680186,1.05024293666238e-07,1.97679987026645e-07,8.56638650900706,0.104853092585826,"cg25814705"
"cg19226007",-2.87214266592463,-2.89064007606162,-17.4789988600659,1.05084412329697e-07,1.97777602569136e-07,8.56578955991334,0.133361615606595,"cg19226007"
"cg00713286",4.36741199055914,4.43767145123205,17.4777302948294,1.05144605513479e-07,1.97872070035351e-07,8.56519220728896,0.18702441033267,"cg00713286"
"cg06490951",3.32493790940249,3.32621439432291,17.4775824564487,1.05151622931085e-07,1.97884457860125e-07,8.56512258885734,0.108846092082114,"cg06490951"
"cg23537560",3.22831080243751,3.03451878176143,17.4664489112124,1.05681608411519e-07,1.98736376660484e-07,8.55987786744279,-0.177123045113702,"cg23537560"
"cg00531924",-3.33159295824078,-3.47293826214228,-17.4593338095248,1.06021873514266e-07,1.99283124158845e-07,8.5565242322206,0.105927085665386,"cg00531924"
"cg18686498",-3.50520464330719,-3.22770063033137,-17.4593255223061,1.06022270548746e-07,1.99283124158845e-07,8.55652032525609,0.104646834563577,"cg18686498"
"cg15526153",3.04316330805374,2.96656543208575,17.4345417541424,1.07217132090222e-07,2.01203274039445e-07,8.54482715810024,0.107677288655685,"cg15526153"
"cg08379019",4.5121438517144,4.67039385322844,17.4168276030663,1.08080406780131e-07,2.02603470361672e-07,8.53645845458387,0.175783435260625,"cg08379019"
"cg21419939",4.15171524796836,4.25380288356028,17.4127983378859,1.08277853309378e-07,2.02913619299046e-07,8.53455362103915,0.139907579903727,"cg21419939"
"cg17826594",-2.69753167511981,-2.87371562394044,-17.4127897980912,1.08278272215008e-07,2.02913619299046e-07,8.53454958334793,0.115874791878525,"cg17826594"
"cg13134968",2.45791724632697,2.38597935885696,17.4124570777797,1.08294594678617e-07,2.0293570237728e-07,8.53439226854453,0.116556377058027,"cg13134968"
"cg01396587",-2.55597519048073,-2.44289092421281,-17.4016145767988,1.08828014176216e-07,2.03789281388049e-07,8.52926400181706,0.103454640048634,"cg01396587"
"cg00451194",-2.64239136838469,-2.71444892769165,-17.3950865507124,1.09150594068436e-07,2.0430290252826e-07,8.52617471990628,-0.142736704629671,"cg00451194"
"cg03446502",2.846528082017,2.85810992267289,17.390818549322,1.09362075067364e-07,2.04643680670223e-07,8.52415427963893,-0.106692311739854,"cg03446502"
"cg13534999",3.3499531721295,3.49892417634296,17.3892559638941,1.09439616555997e-07,2.04771940725981e-07,8.52341442910934,0.159066374367924,"cg13534999"
"cg13073564",3.30581648628149,3.39482364447381,17.3891760110355,1.09443585780719e-07,2.04777026287418e-07,8.52337657121951,0.107971874349638,"cg13073564"
"cg09963814",3.88796686625583,3.98768917187427,17.3822817697538,1.09786454981263e-07,2.05335642470905e-07,8.52011142141669,0.158686861243461,"cg09963814"
"cg15565231",3.60694445758614,3.81997395654749,17.3799293363755,1.09903723195603e-07,2.05527097808167e-07,8.518996975747,0.128835262054416,"cg15565231"
"cg16320699",2.39397416949392,2.40605940584233,17.3753858452562,1.10130612745224e-07,2.05898939823594e-07,8.51684407283506,0.131410216814638,"cg16320699"
"cg26778001",-3.19502465215962,-3.1705469279913,-17.3729953441093,1.10250198593917e-07,2.06091190425875e-07,8.51571110537888,-0.210652575218728,"cg26778001"
"cg06474428",2.94370759933064,3.19608615740239,17.3729813195069,1.10250900609997e-07,2.06091656192842e-07,8.51570445798308,-0.14079631804402,"cg06474428"
"cg21044349",3.4366220121716,3.66612944606439,17.3729599694054,1.1025196932118e-07,2.06092807415149e-07,8.5156943384284,-0.102268009010963,"cg21044349"
"cg27027763",3.41998184832784,3.46350835263234,17.3720136955925,1.10299348132807e-07,2.06169516524868e-07,8.51524580856897,-0.100301552669619,"cg27027763"
"cg22552237",3.56438516955941,3.47044844294194,17.3686709701398,1.10466897229073e-07,2.06424196293293e-07,8.51366115903393,0.114962189824905,"cg22552237"
"cg00444884",-2.46055105591953,-2.43628780575762,-17.3685050969388,1.10475218800271e-07,2.06435508258233e-07,8.51358251673919,-0.171181384120335,"cg00444884"
"cg09906941",-3.45708869438392,-3.74758419443213,-17.3629260718677,1.10755518485721e-07,2.06886226147036e-07,8.51093696693419,-0.145653308990638,"cg09906941"
"cg06540283",3.69899257646372,3.59676942011739,17.3601070275572,1.10897455139599e-07,2.07112253054511e-07,8.50959983860548,0.104839951051113,"cg06540283"
"cg16396284",-4.8479379199643,-4.9937788247012,-17.3595626934498,1.10924885409454e-07,2.07154130726315e-07,8.50934162315776,0.120496938899891,"cg16396284"
"cg13683125",-3.73055135210885,-3.90407349119284,-17.3556794558635,1.11120791623194e-07,2.07474014535312e-07,8.50749928002674,0.162846214975761,"cg13683125"
